"filename", "language", "YAML", "JSON", "Markdown", "JSON with Comments", "JavaScript", "HTML", "CSS", "XML", "comment", "blank", "total"
"d:\Git\Note\note_hexo\themes\3hexo\layout\indexs.md", "Markdown", 0, 0, 7, 0, 0, 0, 0, 0, 0, 6, 13
"d:\Git\Note\note_hexo\themes\3hexo\layout\post.ejs", "HTML", 0, 0, 0, 0, 0, 59, 0, 0, 7, 1, 67
"d:\Git\Note\note_hexo\themes\3hexo\source\css\fonts\icomoon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 33
"d:\Git\Note\note_hexo\themes\3hexo\source\css\fonts\iconfont.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 49, 3, 65, 117
"d:\Git\Note\note_hexo\themes\3hexo\source\css\fonts\selection.json", "JSON", 0, 716, 0, 0, 0, 0, 0, 0, 0, 0, 716
"d:\Git\Note\note_hexo\themes\3hexo\source\css\gitalk.css", "CSS", 0, 0, 0, 0, 0, 0, 1043, 0, 15, 125, 1183
"d:\Git\Note\note_hexo\themes\3hexo\source\js\busuanzi.pure.mini.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Git\Note\note_hexo\themes\3hexo\source\js\gitalk.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 29, 1, 36
"d:\Git\Note\note_hexo\themes\3hexo\source\js\gitment.js", "JavaScript", 0, 0, 0, 0, 3555, 0, 0, 0, 35, 162, 3752
"d:\Git\Note\note_hexo\themes\3hexo\source\js\iconfont.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Git\Note\note_hexo\themes\3hexo\source\js\jquery.pjax.js", "JavaScript", 0, 0, 0, 0, 502, 0, 0, 0, 277, 138, 917
"d:\Git\Note\note_hexo\themes\3hexo\source\js\script.js", "JavaScript", 0, 0, 0, 0, 784, 0, 0, 0, 66, 50, 900
"d:\Git\Note\note_hexo\themes\3hexo\source\js\search.js", "JavaScript", 0, 0, 0, 0, 109, 0, 0, 0, 28, 10, 147
"d:\Git\Note\note_hexo\themes\3hexo\source\js\titleTip.js", "JavaScript", 0, 0, 0, 0, 48, 0, 0, 0, 4, 0, 52
"d:\Git\Note\note_hexo\themes\next\.eslintrc.json", "JSON with Comments", 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"d:\Git\Note\note_hexo\themes\next\.github\CODE_OF_CONDUCT.md", "Markdown", 0, 0, 62, 0, 0, 0, 0, 0, 0, 36, 98
"d:\Git\Note\note_hexo\themes\next\.github\CONTRIBUTING.md", "Markdown", 0, 0, 132, 0, 0, 0, 0, 0, 0, 51, 183
"d:\Git\Note\note_hexo\themes\next\.github\ISSUE_TEMPLATE\bug-report.md", "Markdown", 0, 0, 40, 0, 0, 0, 0, 0, 0, 26, 66
"d:\Git\Note\note_hexo\themes\next\.github\ISSUE_TEMPLATE\feature-request.md", "Markdown", 0, 0, 23, 0, 0, 0, 0, 0, 0, 17, 40
"d:\Git\Note\note_hexo\themes\next\.github\ISSUE_TEMPLATE\other.md", "Markdown", 0, 0, 16, 0, 0, 0, 0, 0, 0, 7, 23
"d:\Git\Note\note_hexo\themes\next\.github\ISSUE_TEMPLATE\question.md", "Markdown", 0, 0, 40, 0, 0, 0, 0, 0, 0, 26, 66
"d:\Git\Note\note_hexo\themes\next\.github\PULL_REQUEST_TEMPLATE.md", "Markdown", 0, 0, 28, 0, 0, 0, 0, 0, 7, 12, 47
"d:\Git\Note\note_hexo\themes\next\.github\config.yml", "YAML", 6, 0, 0, 0, 0, 0, 0, 0, 5, 4, 15
"d:\Git\Note\note_hexo\themes\next\.github\issue_label_bot.yaml", "YAML", 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\Git\Note\note_hexo\themes\next\.github\label-commenter-config.yml", "YAML", 29, 0, 0, 0, 0, 0, 0, 0, 1, 2, 32
"d:\Git\Note\note_hexo\themes\next\.github\labeler.yml", "YAML", 6, 0, 0, 0, 0, 0, 0, 0, 1, 2, 9
"d:\Git\Note\note_hexo\themes\next\.github\release-drafter.yml", "YAML", 27, 0, 0, 0, 0, 0, 0, 0, 1, 13, 41
"d:\Git\Note\note_hexo\themes\next\.github\stale.yml", "YAML", 15, 0, 0, 0, 0, 0, 0, 0, 9, 2, 26
"d:\Git\Note\note_hexo\themes\next\.github\workflows\label-commenter.yml", "YAML", 16, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\Git\Note\note_hexo\themes\next\.github\workflows\labeler.yml", "YAML", 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"d:\Git\Note\note_hexo\themes\next\.github\workflows\linter.yml", "YAML", 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"d:\Git\Note\note_hexo\themes\next\.github\workflows\lock.yml", "YAML", 16, 0, 0, 0, 0, 0, 0, 0, 1, 3, 20
"d:\Git\Note\note_hexo\themes\next\.github\workflows\release-drafter.yml", "YAML", 12, 0, 0, 0, 0, 0, 0, 0, 2, 3, 17
"d:\Git\Note\note_hexo\themes\next\.github\workflows\tester.yml", "YAML", 33, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
"d:\Git\Note\note_hexo\themes\next\LICENSE.md", "Markdown", 0, 0, 51, 0, 0, 0, 0, 0, 0, 13, 64
"d:\Git\Note\note_hexo\themes\next\README.md", "Markdown", 0, 0, 110, 0, 0, 0, 0, 0, 0, 56, 166
"d:\Git\Note\note_hexo\themes\next\_config.yml", "YAML", 361, 0, 0, 0, 0, 0, 0, 0, 415, 156, 932
"d:\Git\Note\note_hexo\themes\next\_vendors.yml", "YAML", 138, 0, 0, 0, 0, 0, 0, 0, 2, 2, 142
"d:\Git\Note\note_hexo\themes\next\crowdin.yml", "YAML", 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\Git\Note\note_hexo\themes\next\docs\AGPL3.md", "Markdown", 0, 0, 543, 0, 0, 0, 0, 0, 0, 106, 649
"d:\Git\Note\note_hexo\themes\next\docs\AUTHORS.md", "Markdown", 0, 0, 79, 0, 0, 0, 0, 0, 0, 9, 88
"d:\Git\Note\note_hexo\themes\next\docs\ru\README.md", "Markdown", 0, 0, 112, 0, 0, 0, 0, 0, 0, 57, 169
"d:\Git\Note\note_hexo\themes\next\docs\zh-CN\CODE_OF_CONDUCT.md", "Markdown", 0, 0, 61, 0, 0, 0, 0, 0, 0, 35, 96
"d:\Git\Note\note_hexo\themes\next\docs\zh-CN\CONTRIBUTING.md", "Markdown", 0, 0, 131, 0, 0, 0, 0, 0, 0, 51, 182
"d:\Git\Note\note_hexo\themes\next\docs\zh-CN\README.md", "Markdown", 0, 0, 110, 0, 0, 0, 0, 0, 0, 56, 166
"d:\Git\Note\note_hexo\themes\next\languages\README.md", "Markdown", 0, 0, 29, 0, 0, 0, 0, 0, 0, 11, 40
"d:\Git\Note\note_hexo\themes\next\languages\ar.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\de.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\default.yml", "YAML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Git\Note\note_hexo\themes\next\languages\en.yml", "YAML", 94, 0, 0, 0, 0, 0, 0, 0, 0, 18, 112
"d:\Git\Note\note_hexo\themes\next\languages\es.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\fa.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\fr.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\id.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\it.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\ja.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\ko.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\nl.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\pt-BR.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\pt.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\ru.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\tr.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\uk.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\vi.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\zh-CN.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\zh-HK.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\languages\zh-TW.yml", "YAML", 95, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"d:\Git\Note\note_hexo\themes\next\package.json", "JSON", 0, 42, 0, 0, 0, 0, 0, 0, 0, 1, 43
"d:\Git\Note\note_hexo\themes\next\renovate.json", "JSON", 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Git\Note\note_hexo\themes\next\scripts\codeblock.js", "JavaScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 2, 24
"d:\Git\Note\note_hexo\themes\next\scripts\events\index.js", "JavaScript", 0, 0, 0, 0, 21, 0, 0, 0, 5, 4, 30
"d:\Git\Note\note_hexo\themes\next\scripts\events\lib\config.js", "JavaScript", 0, 0, 0, 0, 44, 0, 0, 0, 1, 9, 54
"d:\Git\Note\note_hexo\themes\next\scripts\events\lib\highlight.js", "JavaScript", 0, 0, 0, 0, 25, 0, 0, 0, 0, 4, 29
"d:\Git\Note\note_hexo\themes\next\scripts\events\lib\injects.js", "JavaScript", 0, 0, 0, 0, 66, 0, 0, 0, 12, 8, 86
"d:\Git\Note\note_hexo\themes\next\scripts\events\lib\utils.js", "JavaScript", 0, 0, 0, 0, 55, 0, 0, 0, 1, 6, 62
"d:\Git\Note\note_hexo\themes\next\scripts\events\lib\vendors.js", "JavaScript", 0, 0, 0, 0, 35, 0, 0, 0, 0, 3, 38
"d:\Git\Note\note_hexo\themes\next\scripts\filters\comment\changyan.js", "JavaScript", 0, 0, 0, 0, 33, 0, 0, 0, 3, 10, 46
"d:\Git\Note\note_hexo\themes\next\scripts\filters\comment\common.js", "JavaScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 3, 24
"d:\Git\Note\note_hexo\themes\next\scripts\filters\comment\default-config.js", "JavaScript", 0, 0, 0, 0, 26, 0, 0, 0, 5, 4, 35
"d:\Git\Note\note_hexo\themes\next\scripts\filters\comment\disqus.js", "JavaScript", 0, 0, 0, 0, 29, 0, 0, 0, 3, 10, 42
"d:\Git\Note\note_hexo\themes\next\scripts\filters\comment\disqusjs.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 2, 7, 23
"d:\Git\Note\note_hexo\themes\next\scripts\filters\comment\gitalk.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 2, 7, 17
"d:\Git\Note\note_hexo\themes\next\scripts\filters\comment\livere.js", "JavaScript", 0, 0, 0, 0, 12, 0, 0, 0, 2, 7, 21
"d:\Git\Note\note_hexo\themes\next\scripts\filters\comment\valine.js", "JavaScript", 0, 0, 0, 0, 23, 0, 0, 0, 3, 10, 36
"d:\Git\Note\note_hexo\themes\next\scripts\filters\default-injects.js", "JavaScript", 0, 0, 0, 0, 16, 0, 0, 0, 1, 8, 25
"d:\Git\Note\note_hexo\themes\next\scripts\filters\locals.js", "JavaScript", 0, 0, 0, 0, 27, 0, 0, 0, 7, 4, 38
"d:\Git\Note\note_hexo\themes\next\scripts\filters\minify.js", "JavaScript", 0, 0, 0, 0, 23, 0, 0, 0, 1, 9, 33
"d:\Git\Note\note_hexo\themes\next\scripts\filters\post.js", "JavaScript", 0, 0, 0, 0, 19, 0, 0, 0, 3, 7, 29
"d:\Git\Note\note_hexo\themes\next\scripts\helpers\engine.js", "JavaScript", 0, 0, 0, 0, 54, 0, 0, 0, 7, 11, 72
"d:\Git\Note\note_hexo\themes\next\scripts\helpers\font.js", "JavaScript", 0, 0, 0, 0, 16, 0, 0, 0, 3, 7, 26
"d:\Git\Note\note_hexo\themes\next\scripts\helpers\next-config.js", "JavaScript", 0, 0, 0, 0, 44, 0, 0, 0, 4, 4, 52
"d:\Git\Note\note_hexo\themes\next\scripts\helpers\next-url.js", "JavaScript", 0, 0, 0, 0, 40, 0, 0, 0, 8, 11, 59
"d:\Git\Note\note_hexo\themes\next\scripts\helpers\next-vendors.js", "JavaScript", 0, 0, 0, 0, 27, 0, 0, 0, 1, 3, 31
"d:\Git\Note\note_hexo\themes\next\scripts\renderer.js", "JavaScript", 0, 0, 0, 0, 33, 0, 0, 0, 3, 7, 43
"d:\Git\Note\note_hexo\themes\next\scripts\tags\button.js", "JavaScript", 0, 0, 0, 0, 16, 0, 0, 0, 3, 5, 24
"d:\Git\Note\note_hexo\themes\next\scripts\tags\caniuse.js", "JavaScript", 0, 0, 0, 0, 9, 0, 0, 0, 3, 5, 17
"d:\Git\Note\note_hexo\themes\next\scripts\tags\center-quote.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 3, 3, 12
"d:\Git\Note\note_hexo\themes\next\scripts\tags\group-pictures.js", "JavaScript", 0, 0, 0, 0, 106, 0, 0, 0, 12, 15, 133
"d:\Git\Note\note_hexo\themes\next\scripts\tags\index.js", "JavaScript", 0, 0, 0, 0, 31, 0, 0, 0, 1, 24, 56
"d:\Git\Note\note_hexo\themes\next\scripts\tags\label.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 3, 5, 14
"d:\Git\Note\note_hexo\themes\next\scripts\tags\link-grid.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 3, 3, 19
"d:\Git\Note\note_hexo\themes\next\scripts\tags\mermaid.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 3, 4, 15
"d:\Git\Note\note_hexo\themes\next\scripts\tags\note.js", "JavaScript", 0, 0, 0, 0, 20, 0, 0, 0, 3, 3, 26
"d:\Git\Note\note_hexo\themes\next\scripts\tags\pdf.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 0, 3, 3, 11
"d:\Git\Note\note_hexo\themes\next\scripts\tags\tabs.js", "JavaScript", 0, 0, 0, 0, 31, 0, 0, 0, 3, 14, 48
"d:\Git\Note\note_hexo\themes\next\scripts\tags\video.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 3, 3, 10
"d:\Git\Note\note_hexo\themes\next\source\images\cc-by-nc-nd.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 120, 1, 1, 122
"d:\Git\Note\note_hexo\themes\next\source\images\cc-by-nc-sa.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 120, 1, 1, 122
"d:\Git\Note\note_hexo\themes\next\source\images\cc-by-nc.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 120, 1, 1, 122
"d:\Git\Note\note_hexo\themes\next\source\images\cc-by-nd.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 116, 1, 1, 118
"d:\Git\Note\note_hexo\themes\next\source\images\cc-by-sa.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 120, 1, 1, 122
"d:\Git\Note\note_hexo\themes\next\source\images\cc-by.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 120, 1, 1, 122
"d:\Git\Note\note_hexo\themes\next\source\images\cc-zero.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 71, 1, 1, 73
"d:\Git\Note\note_hexo\themes\next\source\images\logo-algolia-nebula-blue-full.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"d:\Git\Note\note_hexo\themes\next\source\images\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 23, 0, 1, 24
"d:\Git\Note\note_hexo\themes\next\source\js\algolia-search.js", "JavaScript", 0, 0, 0, 0, 111, 0, 0, 0, 5, 13, 129
"d:\Git\Note\note_hexo\themes\next\source\js\bookmark.js", "JavaScript", 0, 0, 0, 0, 43, 0, 0, 0, 9, 5, 57
"d:\Git\Note\note_hexo\themes\next\source\js\local-search.js", "JavaScript", 0, 0, 0, 0, 277, 0, 0, 0, 26, 28, 331
"d:\Git\Note\note_hexo\themes\next\source\js\motion.js", "JavaScript", 0, 0, 0, 0, 108, 0, 0, 0, 2, 16, 126
"d:\Git\Note\note_hexo\themes\next\source\js\next-boot.js", "JavaScript", 0, 0, 0, 0, 106, 0, 0, 0, 8, 14, 128
"d:\Git\Note\note_hexo\themes\next\source\js\schedule.js", "JavaScript", 0, 0, 0, 0, 112, 0, 0, 0, 6, 22, 140
"d:\Git\Note\note_hexo\themes\next\source\js\schemes\muse.js", "JavaScript", 0, 0, 0, 0, 53, 0, 0, 0, 3, 6, 62
"d:\Git\Note\note_hexo\themes\next\source\js\utils.js", "JavaScript", 0, 0, 0, 0, 312, 0, 0, 0, 30, 27, 369
"d:\Git\Note\note_hexo\themes\next\test\helpers\font.js", "JavaScript", 0, 0, 0, 0, 76, 0, 0, 0, 0, 11, 87
"d:\Git\Note\note_hexo\themes\next\test\helpers\index.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
"d:\Git\Note\note_hexo\themes\next\test\helpers\next-url.js", "JavaScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 10, 41
"d:\Git\Note\note_hexo\themes\next\test\index.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 8
"d:\Git\Note\note_hexo\themes\next\test\tags\button.js", "JavaScript", 0, 0, 0, 0, 25, 0, 0, 0, 0, 9, 34
"d:\Git\Note\note_hexo\themes\next\test\tags\caniuse.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 5, 18
"d:\Git\Note\note_hexo\themes\next\test\tags\center-quote.js", "JavaScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 7, 22
"d:\Git\Note\note_hexo\themes\next\test\tags\group-pictures.js", "JavaScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 8, 46
"d:\Git\Note\note_hexo\themes\next\test\tags\index.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"d:\Git\Note\note_hexo\themes\next\test\tags\label.js", "JavaScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 6, 22
"d:\Git\Note\note_hexo\themes\next\test\tags\link-grid.js", "JavaScript", 0, 0, 0, 0, 41, 0, 0, 0, 0, 9, 50
"d:\Git\Note\note_hexo\themes\next\test\tags\mermaid.js", "JavaScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 6, 22
"d:\Git\Note\note_hexo\themes\next\test\tags\note.js", "JavaScript", 0, 0, 0, 0, 42, 0, 0, 0, 0, 14, 56
"d:\Git\Note\note_hexo\themes\next\test\tags\pdf.js", "JavaScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 6, 24
"d:\Git\Note\note_hexo\themes\next\test\tags\tabs.js", "JavaScript", 0, 0, 0, 0, 77, 0, 0, 0, 0, 20, 97
"d:\Git\Note\note_hexo\themes\next\test\tags\video.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 12
"d:\Git\Note\note_hexo\themes\next\test\validate\index.js", "JavaScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 5, 36
"Total", "-", 2922, 797, 16134, 4, 7588, 1255, 1043, 893, 1299, 9029, 40964